temps,hr,speed,altitude,distance,activity_type,1,,cadence,1,,power,1,,accumulated_power,1,,step_length,1,,,,,,,
4133,171,3.292,1825.0,14464.5,activity_type,1,,cadence,81,rpm,power,230,watts,accumulated_power,1066932,watts,step_length,1210.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,3.292,m/s
4134,171,3.261,1825.0,14467.0,activity_type,1,,cadence,81,rpm,power,228,watts,accumulated_power,1067160,watts,step_length,1200.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,3.261,m/s
4135,172,3.217,1825.0,14470.5,activity_type,1,,cadence,81,rpm,power,225,watts,accumulated_power,1067385,watts,step_length,1180.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,3.217,m/s
4136,171,3.175,1825.0,14474.0,activity_type,1,,cadence,81,rpm,power,222,watts,accumulated_power,1067607,watts,step_length,1170.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,3.175,m/s
4137,171,3.122,1825.0,14476.0,activity_type,1,,cadence,80,rpm,power,218,watts,accumulated_power,1067825,watts,step_length,1150.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,3.122,m/s
4138,171,3.072,1825.0,14478.0,activity_type,1,,cadence,80,rpm,power,215,watts,accumulated_power,1068040,watts,step_length,1130.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,3.072,m/s
4139,171,3.019,1825.0,14482.5,activity_type,1,,cadence,80,rpm,power,211,watts,accumulated_power,1068251,watts,step_length,1110.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,3.019,m/s
4140,172,2.967,1825.0,14487.0,activity_type,1,,cadence,80,rpm,power,208,watts,accumulated_power,1068459,watts,step_length,1100.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,2.967,m/s
4141,172,2.936,1825.0,14490.5,activity_type,1,,cadence,80,rpm,power,206,watts,accumulated_power,1068665,watts,step_length,1090.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,2.936,m/s
4142,172,2.908,1825.0,14494.0,activity_type,1,,cadence,80,rpm,power,204,watts,accumulated_power,1068869,watts,step_length,1090.0,mm,enhanced_altitude,1825.0,m,enhanced_speed,2.908,m/s
4143,171,2.906,1826.0,14497.5,activity_type,1,,cadence,80,rpm,power,203,watts,accumulated_power,1069072,watts,step_length,1090.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.906,m/s
4144,171,2.903,1826.0,14501.0,activity_type,1,,cadence,80,rpm,power,203,watts,accumulated_power,1069275,watts,step_length,1090.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.903,m/s
4145,172,2.911,1826.0,14504.0,activity_type,1,,cadence,80,rpm,power,203,watts,accumulated_power,1069478,watts,step_length,1090.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.911,m/s
4146,172,2.922,1826.0,14507.0,activity_type,1,,cadence,80,rpm,power,204,watts,accumulated_power,1069682,watts,step_length,1100.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.922,m/s
4147,171,2.939,1826.0,14510.0,activity_type,1,,cadence,80,rpm,power,205,watts,accumulated_power,1069887,watts,step_length,1100.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.939,m/s
4148,171,2.958,1826.0,14513.0,activity_type,1,,cadence,80,rpm,power,207,watts,accumulated_power,1070094,watts,step_length,1110.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.958,m/s
4149,170,2.967,1826.0,14516.0,activity_type,1,,cadence,80,rpm,power,207,watts,accumulated_power,1070301,watts,step_length,1110.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.967,m/s
4150,170,2.978,1826.0,14519.0,activity_type,1,,cadence,80,rpm,power,208,watts,accumulated_power,1070509,watts,step_length,1120.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.978,m/s
4151,169,2.983,1826.0,14522.0,activity_type,1,,cadence,80,rpm,power,208,watts,accumulated_power,1070717,watts,step_length,1120.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.983,m/s
4152,170,2.992,1826.0,14525.0,activity_type,1,,cadence,80,rpm,power,209,watts,accumulated_power,1070926,watts,step_length,1120.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.992,m/s
4153,170,2.992,1826.0,14528.0,activity_type,1,,cadence,80,rpm,power,209,watts,accumulated_power,1071135,watts,step_length,1120.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.992,m/s
4154,169,2.992,1826.0,14531.0,activity_type,1,,cadence,80,rpm,power,209,watts,accumulated_power,1071344,watts,step_length,1120.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.992,m/s
4155,169,2.992,1826.0,14533.0,activity_type,1,,cadence,79,rpm,power,209,watts,accumulated_power,1071553,watts,step_length,1120.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.992,m/s
4156,168,2.992,1826.0,14535.0,activity_type,1,,cadence,79,rpm,power,209,watts,accumulated_power,1071762,watts,step_length,1120.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.992,m/s
4157,168,2.997,1826.0,14535.0,activity_type,1,,cadence,79,rpm,power,209,watts,accumulated_power,1071971,watts,step_length,1120.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,2.997,m/s
4158,168,3.006,1827.0,14535.0,activity_type,1,,cadence,79,rpm,power,210,watts,accumulated_power,1072181,watts,step_length,1130.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,3.006,m/s
4159,169,3.006,1827.0,14535.0,activity_type,1,,cadence,79,rpm,power,210,watts,accumulated_power,1072391,watts,step_length,1130.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,3.006,m/s
4160,169,0.0,1826.0,14535.0,activity_type,1,,cadence,0,rpm,power,0,watts,accumulated_power,1073123,watts,step_length,0.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,0.0,m/s
4161,169,0.0,1826.0,14535.0,activity_type,1,,cadence,0,rpm,power,0,watts,accumulated_power,1073123,watts,step_length,0.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,0.0,m/s
4162,168,0.0,1826.0,14539.0,activity_type,1,,cadence,0,rpm,power,0,watts,accumulated_power,1073123,watts,step_length,0.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,0.0,m/s
4163,168,0.0,1826.0,14543.0,activity_type,1,,cadence,0,rpm,power,0,watts,accumulated_power,1073123,watts,step_length,0.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,0.0,m/s
4164,168,0.0,1826.0,14546.5,activity_type,1,,cadence,0,rpm,power,0,watts,accumulated_power,1073123,watts,step_length,0.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,0.0,m/s
4165,168,0.0,1826.0,14550.0,activity_type,1,,cadence,0,rpm,power,0,watts,accumulated_power,1073123,watts,step_length,0.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,0.0,m/s
4166,169,1.564,1826.0,14553.5,activity_type,1,,cadence,44,rpm,power,55,watts,accumulated_power,1073178,watts,step_length,520.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,1.564,m/s
4167,169,3.131,1826.0,14557.0,activity_type,1,,cadence,89,rpm,power,110,watts,accumulated_power,1073288,watts,step_length,1040.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.131,m/s
4168,170,3.275,1826.0,14561.5,activity_type,1,,cadence,88,rpm,power,115,watts,accumulated_power,1073403,watts,step_length,1090.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.275,m/s
4169,170,3.419,1826.0,14566.0,activity_type,1,,cadence,88,rpm,power,120,watts,accumulated_power,1073523,watts,step_length,1150.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.419,m/s
4170,171,3.536,1826.0,14569.5,activity_type,1,,cadence,87,rpm,power,124,watts,accumulated_power,1073647,watts,step_length,1180.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.536,m/s
4171,170,3.653,1826.0,14573.0,activity_type,1,,cadence,86,rpm,power,128,watts,accumulated_power,1073775,watts,step_length,1220.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.653,m/s
4172,170,3.65,1826.0,14576.5,activity_type,1,,cadence,85,rpm,power,128,watts,accumulated_power,1073903,watts,step_length,1230.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.65,m/s
4173,169,3.65,1826.0,14580.0,activity_type,1,,cadence,85,rpm,power,128,watts,accumulated_power,1074031,watts,step_length,1250.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.65,m/s
4174,169,3.619,1826.0,14583.5,activity_type,1,,cadence,84,rpm,power,189,watts,accumulated_power,1074220,watts,step_length,1250.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.619,m/s
4175,169,3.589,1826.0,14587.0,activity_type,1,,cadence,83,rpm,power,251,watts,accumulated_power,1074471,watts,step_length,1250.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.589,m/s
4176,169,3.589,1826.0,14591.0,activity_type,1,,cadence,83,rpm,power,251,watts,accumulated_power,1074722,watts,step_length,1250.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.589,m/s
4177,169,3.589,1826.0,14595.0,activity_type,1,,cadence,82,rpm,power,251,watts,accumulated_power,1074973,watts,step_length,1250.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.589,m/s
4178,169,3.603,1826.0,14599.5,activity_type,1,,cadence,82,rpm,power,252,watts,accumulated_power,1075225,watts,step_length,1270.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.603,m/s
4179,169,3.617,1826.0,14604.0,activity_type,1,,cadence,82,rpm,power,253,watts,accumulated_power,1075478,watts,step_length,1290.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.617,m/s
4180,170,3.689,1826.0,14609.0,activity_type,1,,cadence,82,rpm,power,258,watts,accumulated_power,1075736,watts,step_length,1320.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.689,m/s
4181,170,3.761,1826.0,14614.0,activity_type,1,,cadence,82,rpm,power,263,watts,accumulated_power,1075999,watts,step_length,1360.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.761,m/s
4182,170,3.853,1826.0,14618.5,activity_type,1,,cadence,82,rpm,power,269,watts,accumulated_power,1076268,watts,step_length,1390.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.853,m/s
4183,171,3.947,1826.0,14623.0,activity_type,1,,cadence,82,rpm,power,276,watts,accumulated_power,1076544,watts,step_length,1420.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,3.947,m/s
4184,171,4.019,1826.0,14627.5,activity_type,1,,cadence,81,rpm,power,281,watts,accumulated_power,1076825,watts,step_length,1450.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.019,m/s
4185,171,4.092,1826.0,14632.0,activity_type,1,,cadence,81,rpm,power,286,watts,accumulated_power,1077111,watts,step_length,1490.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.092,m/s
4186,171,4.119,1826.0,14636.0,activity_type,1,,cadence,81,rpm,power,288,watts,accumulated_power,1077399,watts,step_length,1500.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.119,m/s
4187,170,4.147,1826.0,14640.0,activity_type,1,,cadence,81,rpm,power,290,watts,accumulated_power,1077689,watts,step_length,1520.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.147,m/s
4188,170,4.158,1827.0,14644.5,activity_type,1,,cadence,81,rpm,power,305,watts,accumulated_power,1077994,watts,step_length,1520.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.158,m/s
4189,171,4.172,1826.0,14649.0,activity_type,1,,cadence,81,rpm,power,320,watts,accumulated_power,1078314,watts,step_length,1530.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.172,m/s
4190,171,4.175,1826.0,14653.0,activity_type,1,,cadence,81,rpm,power,320,watts,accumulated_power,1078634,watts,step_length,1530.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.175,m/s
4191,172,4.178,1826.0,14657.0,activity_type,1,,cadence,81,rpm,power,320,watts,accumulated_power,1078954,watts,step_length,1540.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.178,m/s
4192,172,4.178,1826.0,14661.0,activity_type,1,,cadence,81,rpm,power,306,watts,accumulated_power,1079260,watts,step_length,1540.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.178,m/s
4193,172,4.178,1826.0,14665.0,activity_type,1,,cadence,81,rpm,power,292,watts,accumulated_power,1079552,watts,step_length,1550.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.178,m/s
4194,171,4.181,1826.0,14669.0,activity_type,1,,cadence,81,rpm,power,292,watts,accumulated_power,1079844,watts,step_length,1550.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.181,m/s
4195,171,4.183,1826.0,14673.0,activity_type,1,,cadence,81,rpm,power,293,watts,accumulated_power,1080137,watts,step_length,1550.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.183,m/s
4196,171,4.183,1826.0,14678.0,activity_type,1,,cadence,81,rpm,power,293,watts,accumulated_power,1080430,watts,step_length,1550.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.183,m/s
4197,171,4.186,1826.0,14683.0,activity_type,1,,cadence,81,rpm,power,293,watts,accumulated_power,1080723,watts,step_length,1550.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.186,m/s
4198,173,4.208,1826.0,14687.0,activity_type,1,,cadence,81,rpm,power,294,watts,accumulated_power,1081017,watts,step_length,1550.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.208,m/s
4199,172,4.231,1826.0,14691.0,activity_type,1,,cadence,81,rpm,power,296,watts,accumulated_power,1081313,watts,step_length,1560.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.231,m/s
4200,172,4.231,1826.0,14696.0,activity_type,1,,cadence,81,rpm,power,296,watts,accumulated_power,1081609,watts,step_length,1560.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.231,m/s
4201,171,4.233,1826.0,14701.0,activity_type,1,,cadence,81,rpm,power,296,watts,accumulated_power,1081905,watts,step_length,1560.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.233,m/s
4202,172,4.239,1826.0,14706.0,activity_type,1,,cadence,81,rpm,power,296,watts,accumulated_power,1082201,watts,step_length,1560.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.239,m/s
4203,172,4.244,1826.0,14711.0,activity_type,1,,cadence,81,rpm,power,297,watts,accumulated_power,1082498,watts,step_length,1570.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.244,m/s
4204,172,4.247,1826.0,14715.0,activity_type,1,,cadence,80,rpm,power,297,watts,accumulated_power,1082795,watts,step_length,1570.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.247,m/s
4205,172,4.25,1826.0,14719.0,activity_type,1,,cadence,80,rpm,power,297,watts,accumulated_power,1083092,watts,step_length,1570.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.25,m/s
4206,172,4.253,1826.0,14723.0,activity_type,1,,cadence,80,rpm,power,297,watts,accumulated_power,1083389,watts,step_length,1570.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.253,m/s
4207,172,4.256,1826.0,14727.0,activity_type,1,,cadence,80,rpm,power,298,watts,accumulated_power,1083687,watts,step_length,1570.0,mm,enhanced_altitude,1826.0,m,enhanced_speed,4.256,m/s
4208,173,4.256,1827.0,14730.0,activity_type,1,,cadence,80,rpm,power,298,watts,accumulated_power,1083985,watts,step_length,1570.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.256,m/s
4209,173,4.256,1827.0,14733.0,activity_type,1,,cadence,81,rpm,power,298,watts,accumulated_power,1084283,watts,step_length,1580.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.256,m/s
4210,173,4.256,1827.0,14736.5,activity_type,1,,cadence,81,rpm,power,298,watts,accumulated_power,1084581,watts,step_length,1580.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.256,m/s
4211,173,4.256,1827.0,14740.0,activity_type,1,,cadence,81,rpm,power,298,watts,accumulated_power,1084879,watts,step_length,1580.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.256,m/s
4212,173,4.253,1827.0,14742.5,activity_type,1,,cadence,81,rpm,power,298,watts,accumulated_power,1085177,watts,step_length,1580.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.253,m/s
4213,173,4.253,1827.0,14745.0,activity_type,1,,cadence,82,rpm,power,298,watts,accumulated_power,1085475,watts,step_length,1580.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.253,m/s
4214,173,4.253,1827.0,14747.0,activity_type,1,,cadence,82,rpm,power,298,watts,accumulated_power,1085773,watts,step_length,1570.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.253,m/s
4215,173,4.253,1827.0,14749.0,activity_type,1,,cadence,82,rpm,power,298,watts,accumulated_power,1086071,watts,step_length,1570.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.253,m/s
4216,174,4.233,1827.0,14751.5,activity_type,1,,cadence,82,rpm,power,296,watts,accumulated_power,1086367,watts,step_length,1550.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.233,m/s
4217,174,4.214,1827.0,14754.0,activity_type,1,,cadence,82,rpm,power,295,watts,accumulated_power,1086662,watts,step_length,1540.0,mm,enhanced_altitude,1827.0,m,enhanced_speed,4.214,m/s
4218,174,4.214,1828.0,14756.5,activity_type,1,,cadence,82,rpm,power,295,watts,accumulated_power,1086957,watts,step_length,1540.0,mm,enhanced_altitude,1828.0,m,enhanced_speed,4.214,m/s
4219,174,4.214,1828.0,14759.0,activity_type,1,,cadence,82,rpm,power,295,watts,accumulated_power,1087252,watts,step_length,1540.0,mm,enhanced_altitude,1828.0,m,enhanced_speed,4.214,m/s
4220,174,4.214,1828.0,14761.5,activity_type,1,,cadence,81,rpm,power,295,watts,accumulated_power,1087547,watts,step_length,1540.0,mm,enhanced_altitude,1828.0,m,enhanced_speed,4.214,m/s
4221,174,4.214,1828.0,14764.0,activity_type,1,,cadence,81,rpm,power,295,watts,accumulated_power,1087842,watts,step_length,1540.0,mm,enhanced_altitude,1828.0,m,enhanced_speed,4.214,m/s
4222,175,3.5,1828.0,14766.0,activity_type,1,,cadence,81,rpm,power,270,watts,accumulated_power,1088112,watts,step_length,1280.0,mm,enhanced_altitude,1828.0,m,enhanced_speed,3.5,m/s
4223,175,2.789,1829.0,14768.0,activity_type,1,,cadence,81,rpm,power,246,watts,accumulated_power,1088358,watts,step_length,1020.0,mm,enhanced_altitude,1829.0,m,enhanced_speed,2.789,m/s
4224,175,2.731,1829.0,14770.0,activity_type,1,,cadence,81,rpm,power,240,watts,accumulated_power,1088598,watts,step_length,1000.0,mm,enhanced_altitude,1829.0,m,enhanced_speed,2.731,m/s
4225,175,2.672,1829.0,14772.0,activity_type,1,,cadence,81,rpm,power,235,watts,accumulated_power,1088833,watts,step_length,980.0,mm,enhanced_altitude,1829.0,m,enhanced_speed,2.672,m/s
4226,175,2.608,1830.0,14774.5,activity_type,1,,cadence,81,rpm,power,229,watts,accumulated_power,1089062,watts,step_length,960.0,mm,enhanced_altitude,1830.0,m,enhanced_speed,2.608,m/s
4227,176,2.544,1830.0,14777.0,activity_type,1,,cadence,81,rpm,power,224,watts,accumulated_power,1089286,watts,step_length,940.0,mm,enhanced_altitude,1830.0,m,enhanced_speed,2.544,m/s
4228,176,2.492,1831.0,14779.5,activity_type,1,,cadence,81,rpm,power,235,watts,accumulated_power,1089521,watts,step_length,920.0,mm,enhanced_altitude,1831.0,m,enhanced_speed,2.492,m/s
4229,176,2.442,1831.0,14782.0,activity_type,1,,cadence,81,rpm,power,247,watts,accumulated_power,1089768,watts,step_length,900.0,mm,enhanced_altitude,1831.0,m,enhanced_speed,2.442,m/s
4230,176,2.417,1831.0,14785.0,activity_type,1,,cadence,80,rpm,power,244,watts,accumulated_power,1090012,watts,step_length,890.0,mm,enhanced_altitude,1831.0,m,enhanced_speed,2.417,m/s
4231,177,2.392,1831.0,14788.0,activity_type,1,,cadence,80,rpm,power,242,watts,accumulated_power,1090254,watts,step_length,880.0,mm,enhanced_altitude,1831.0,m,enhanced_speed,2.392,m/s
4232,177,2.386,1831.0,14791.0,activity_type,1,,cadence,80,rpm,power,258,watts,accumulated_power,1090512,watts,step_length,880.0,mm,enhanced_altitude,1831.0,m,enhanced_speed,2.386,m/s
4233,177,2.381,1832.0,14794.0,activity_type,1,,cadence,80,rpm,power,275,watts,accumulated_power,1090787,watts,step_length,890.0,mm,enhanced_altitude,1832.0,m,enhanced_speed,2.381,m/s
4234,176,2.397,1832.0,14796.5,activity_type,1,,cadence,80,rpm,power,277,watts,accumulated_power,1091064,watts,step_length,890.0,mm,enhanced_altitude,1832.0,m,enhanced_speed,2.397,m/s
4235,176,2.414,1832.0,14799.0,activity_type,1,,cadence,80,rpm,power,279,watts,accumulated_power,1091343,watts,step_length,900.0,mm,enhanced_altitude,1832.0,m,enhanced_speed,2.414,m/s
4236,176,2.436,1833.0,14802.0,activity_type,1,,cadence,80,rpm,power,282,watts,accumulated_power,1091625,watts,step_length,910.0,mm,enhanced_altitude,1833.0,m,enhanced_speed,2.436,m/s
4237,177,2.461,1833.0,14805.0,activity_type,1,,cadence,80,rpm,power,285,watts,accumulated_power,1091910,watts,step_length,920.0,mm,enhanced_altitude,1833.0,m,enhanced_speed,2.461,m/s
4238,177,2.489,1834.0,14807.5,activity_type,1,,cadence,80,rpm,power,301,watts,accumulated_power,1092211,watts,step_length,930.0,mm,enhanced_altitude,1834.0,m,enhanced_speed,2.489,m/s
4239,177,2.517,1834.0,14810.0,activity_type,1,,cadence,80,rpm,power,318,watts,accumulated_power,1092529,watts,step_length,940.0,mm,enhanced_altitude,1834.0,m,enhanced_speed,2.517,m/s
4240,177,2.553,1834.0,14813.0,activity_type,1,,cadence,80,rpm,power,322,watts,accumulated_power,1092851,watts,step_length,950.0,mm,enhanced_altitude,1834.0,m,enhanced_speed,2.553,m/s
4241,178,2.589,1834.0,14816.0,activity_type,1,,cadence,80,rpm,power,327,watts,accumulated_power,1093178,watts,step_length,970.0,mm,enhanced_altitude,1834.0,m,enhanced_speed,2.589,m/s
4242,178,2.614,1834.0,14819.0,activity_type,1,,cadence,80,rpm,power,316,watts,accumulated_power,1093494,watts,step_length,980.0,mm,enhanced_altitude,1834.0,m,enhanced_speed,2.614,m/s
4243,178,2.639,1835.0,14822.0,activity_type,1,,cadence,80,rpm,power,305,watts,accumulated_power,1093799,watts,step_length,990.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.639,m/s
4244,178,2.653,1835.0,14824.5,activity_type,1,,cadence,80,rpm,power,307,watts,accumulated_power,1094106,watts,step_length,990.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.653,m/s
4245,178,2.669,1835.0,14827.0,activity_type,1,,cadence,81,rpm,power,309,watts,accumulated_power,1094415,watts,step_length,1000.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.669,m/s
4246,179,2.692,1835.0,14830.0,activity_type,1,,cadence,81,rpm,power,311,watts,accumulated_power,1094726,watts,step_length,1000.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.692,m/s
4247,179,2.717,1835.0,14833.0,activity_type,1,,cadence,81,rpm,power,314,watts,accumulated_power,1095040,watts,step_length,1010.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.717,m/s
4248,178,2.722,1835.0,14836.0,activity_type,1,,cadence,82,rpm,power,295,watts,accumulated_power,1095335,watts,step_length,1010.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.722,m/s
4249,179,2.731,1835.0,14839.0,activity_type,1,,cadence,83,rpm,power,276,watts,accumulated_power,1095611,watts,step_length,1020.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.731,m/s
4250,179,2.75,1835.0,14842.0,activity_type,1,,cadence,82,rpm,power,278,watts,accumulated_power,1095889,watts,step_length,1020.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.75,m/s
4251,179,2.772,1835.0,14845.0,activity_type,1,,cadence,82,rpm,power,280,watts,accumulated_power,1096169,watts,step_length,1020.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.772,m/s
4252,179,2.772,1835.0,14848.0,activity_type,1,,cadence,82,rpm,power,268,watts,accumulated_power,1096437,watts,step_length,1010.0,mm,enhanced_altitude,1835.0,m,enhanced_speed,2.772,m/s
4253,179,2.772,1836.0,14851.0,activity_type,1,,cadence,82,rpm,power,256,watts,accumulated_power,1096693,watts,step_length,1010.0,mm,enhanced_altitude,1836.0,m,enhanced_speed,2.772,m/s
4254,179,2.772,1836.0,14853.5,activity_type,1,,cadence,81,rpm,power,256,watts,accumulated_power,1096949,watts,step_length,1010.0,mm,enhanced_altitude,1836.0,m,enhanced_speed,2.772,m/s
4255,179,2.772,1836.0,14856.0,activity_type,1,,cadence,81,rpm,power,256,watts,accumulated_power,1097205,watts,step_length,1010.0,mm,enhanced_altitude,1836.0,m,enhanced_speed,2.772,m/s
4256,179,2.778,1836.0,14858.5,activity_type,1,,cadence,81,rpm,power,256,watts,accumulated_power,1097461,watts,step_length,1010.0,mm,enhanced_altitude,1836.0,m,enhanced_speed,2.778,m/s
4257,179,2.786,1836.0,14861.0,activity_type,1,,cadence,81,rpm,power,257,watts,accumulated_power,1097718,watts,step_length,1020.0,mm,enhanced_altitude,1836.0,m,enhanced_speed,2.786,m/s
4258,179,2.786,1837.0,14863.0,activity_type,1,,cadence,81,rpm,power,257,watts,accumulated_power,1097975,watts,step_length,1020.0,mm,enhanced_altitude,1837.0,m,enhanced_speed,2.786,m/s
4259,179,2.786,1837.0,14865.0,activity_type,1,,cadence,81,rpm,power,257,watts,accumulated_power,1098232,watts,step_length,1030.0,mm,enhanced_altitude,1837.0,m,enhanced_speed,2.786,m/s
4260,179,2.783,1837.0,14867.5,activity_type,1,,cadence,81,rpm,power,256,watts,accumulated_power,1098488,watts,step_length,1030.0,mm,enhanced_altitude,1837.0,m,enhanced_speed,2.783,m/s
4261,179,2.781,1837.0,14870.0,activity_type,1,,cadence,81,rpm,power,256,watts,accumulated_power,1098744,watts,step_length,1030.0,mm,enhanced_altitude,1837.0,m,enhanced_speed,2.781,m/s
4262,179,2.781,1837.0,14872.5,activity_type,1,,cadence,81,rpm,power,250,watts,accumulated_power,1098994,watts,step_length,1030.0,mm,enhanced_altitude,1837.0,m,enhanced_speed,2.781,m/s
4263,179,2.781,1837.0,14875.0,activity_type,1,,cadence,81,rpm,power,245,watts,accumulated_power,1099239,watts,step_length,1030.0,mm,enhanced_altitude,1837.0,m,enhanced_speed,2.781,m/s
4264,179,2.781,1837.0,14877.5,activity_type,1,,cadence,80,rpm,power,245,watts,accumulated_power,1099484,watts,step_length,1030.0,mm,enhanced_altitude,1837.0,m,enhanced_speed,2.781,m/s
4265,179,2.781,1837.0,14880.0,activity_type,1,,cadence,80,rpm,power,245,watts,accumulated_power,1099729,watts,step_length,1030.0,mm,enhanced_altitude,1837.0,m,enhanced_speed,2.781,m/s
4266,180,2.767,1838.0,14882.0,activity_type,1,,cadence,80,rpm,power,243,watts,accumulated_power,1099972,watts,step_length,1020.0,mm,enhanced_altitude,1838.0,m,enhanced_speed,2.767,m/s
4267,179,2.753,1838.0,14884.0,activity_type,1,,cadence,80,rpm,power,242,watts,accumulated_power,1100214,watts,step_length,1020.0,mm,enhanced_altitude,1838.0,m,enhanced_speed,2.753,m/s
4268,180,2.753,1839.0,14886.5,activity_type,1,,cadence,80,rpm,power,248,watts,accumulated_power,1100462,watts,step_length,1020.0,mm,enhanced_altitude,1839.0,m,enhanced_speed,2.753,m/s
